Gender,Height,Weight
Male,71.77872893,195.024269
Male,71.31843409,211.9833444
Male,67.08404335,167.8931769
Male,71.42714388,215.1549854
Male,65.76996679,170.5725209
Male,67.41204603,195.4726639
Male,65.82929662,163.105924
Male,73.29535059,223.870178
Male,65.18612139,165.0280126
Male,65.34858963,156.2748014
Male,72.356447,199.9724552
Male,66.98812871,176.1987252
Male,66.62651935,179.053683
Male,69.08145675,176.8676042
Male,72.10955999,206.6034338
Male,74.79328824,215.2354402
Male,71.79438488,199.3160436
Male,66.11324199,172.4030194
Male,69.0395225,192.0924492
Male,64.80530289,147.3633503
Male,71.11078218,184.1447111
Male,67.33256617,173.0592135
Male,69.07643561,173.3632677
Male,71.09036372,181.0306372
Male,63.93180404,162.2470758
Male,69.92222458,183.779096
Male,69.74123964,206.6364402
Male,65.12689384,167.3002557
Male,71.60824883,210.325952
Male,72.90681755,212.7990405
Male,66.68706964,169.2073232
Male,69.62454975,171.3966631
Male,64.08483409,164.462737
Male,72.43632383,211.9427178
Male,71.23796819,208.4940808
Male,69.05507084,176.1418938
Male,75.55355223,218.8872833
Male,66.89699151,177.5734465
Male,73.29833889,194.9485771
Male,65.86403447,175.5625787
Male,68.77985874,174.5793253
Male,69.34260763,186.206275
Male,67.9644694,173.911384
Male,69.20824107,188.3848819
Male,68.50914917,199.8965586
Male,71.05187344,189.5949767
Male,71.04782378,206.6895855
Male,69.50423744,188.6651449
Male,74.97695265,248.8488727
Male,68.50319151,183.7312861
Male,70.62675272,196.4159832
Male,67.3942812,168.5207432
Male,65.04244709,178.3016003
Male,70.81389001,196.3480292
Male,70.75080521,196.2966435
Male,72.4995798,198.9399971
Male,70.42118366,205.4654812
Male,75.57944434,239.3338403
Male,65.12404195,170.0561818
Male,69.37117826,191.4057111
Male,68.07473589,187.3351368
Male,71.93484317,215.2802949
Male,72.12114956,204.4574503
Male,73.91290838,227.2570867
Male,65.67760853,181.382417
Male,73.37967826,200.0112625
Male,73.74953651,197.6058747
Male,64.5987969,173.9920943
Male,66.30837258,181.9878157
Male,65.97414492,177.6643156
Male,68.60285621,179.187804
Male,67.1367592,182.9622428
Male,68.62993068,184.289729
Male,71.48414941,229.6398615
Male,71.54781867,199.7973813
Male,68.61756839,183.1382237
Male,72.630594,204.7619655
Male,69.7438052,186.7057596
Male,66.63825331,168.0392371
Male,68.01728087,180.1583802
Male,70.6036802,188.4238123
Male,67.36679527,167.2919949
Male,71.78994161,193.4375287
Male,66.41396674,182.7101495
Male,68.17139883,190.2356883
Male,67.95301626,181.5957566
Male,65.33407494,183.7696054
Male,69.8576477,186.4284815
Male,65.80899137,170.7048445
Male,70.89660052,215.0622688
Male,71.50044774,195.4760032
Male,74.16131438,223.6129532
Male,71.98355199,215.4539614
Male,65.97897644,168.450366
Male,69.00429955,196.3623362
Male,68.46516344,183.6728691
Male,65.03850302,164.3301332
Male,73.68095844,223.6091365
Male,69.55301238,176.2824086
Male,68.92104647,180.7974271
Male,67.73027492,168.5450764
Male,66.9504806,174.8453966
Male,69.54311635,188.0908666
Male,70.44779166,199.3834529
Male,65.70124431,173.2116087
Male,64.8127073,163.4281217
Male,75.07607647,229.2336713
Male,67.54292838,166.3347966
Male,69.99009839,206.660949
Male,73.43172915,216.0151764
Male,70.20188967,192.5280568
Male,72.15209384,181.2436481
Male,71.81892615,207.7091556
Male,68.26710321,190.4694662
Male,68.99360052,188.7756219
Male,68.93342613,199.6329351
Male,69.74653076,195.5265686
Male,66.22625309,166.0526409
Male,64.49971018,164.7231305
Male,71.10619631,203.9830528
Male,70.33413574,187.2478475
Male,68.04220601,169.4308523
Male,67.11287612,175.7763501
Male,71.84168517,207.9578325
Male,71.74367486,197.9368321
Male,67.44950107,192.5855608
Male,65.71570858,163.0080369
Male,69.37532434,204.9735469
Male,66.6432469,167.8135015
Male,67.77991217,173.3879661
Male,73.36585062,206.0338586
Male,69.15719151,185.4144354
Male,73.7421446,199.5130711
Male,69.70166848,197.3504893
Male,65.84488049,164.2769179
Male,75.45632836,206.5035575
Male,65.68265507,180.4904399
Male,70.43358799,199.0683975
Male,72.20379376,195.5764302
Male,71.03550864,192.7560974
Male,72.46475991,225.6337034
Male,60.2437181,153.8314292
Male,71.48407458,193.0097579
Male,68.62659691,163.3874549
Male,70.64280292,187.5065664
Male,70.10982958,219.8576105
Male,67.13344429,175.1523728
Male,66.80124098,175.0437555
Male,66.05437722,162.5170726
Male,65.44212558,169.3797096
Male,68.65377806,194.9398583
Male,69.53394499,175.818975
Male,73.93388062,218.5500933
Male,68.04152768,185.1833394
Male,69.82731011,200.2320206
Male,68.57012544,192.3292822
Male,68.98555395,186.3419021
Male,68.51687944,186.3624116
Male,70.10899043,184.1354362
Male,65.82544519,156.804215
Male,66.28230172,163.8364392
Male,67.72149217,177.663756
Male,68.67304228,182.1635617
Male,72.86667291,215.4532728
Male,68.99960756,171.4094652
Male,74.34848515,210.3690306
Male,70.87946725,186.270383
Male,70.18784931,194.4002484
Male,69.35183224,174.3595987
Male,70.68104374,195.9858981
Male,63.76911498,165.7017309
Male,71.25361488,193.8295644
Male,69.38506253,194.6154579
Male,71.46433269,203.6329516
Male,71.78561561,192.5508206
Male,65.00540618,152.8013107
Male,65.97564683,178.2950961
Male,68.2807476,178.0623647
Male,67.68111645,179.1317338
Male,64.60060054,165.4633524
Male,71.9543552,205.0129248
Male,71.65370339,203.5601772
Male,68.4449674,170.0464801
Male,63.85301196,163.0207123
Male,67.94518308,176.9359552
Male,68.78953939,176.9361873
Male,71.59523899,207.7961441
Male,69.49894648,197.4562805
Male,66.17147967,150.0234727
Male,67.24025828,180.4100282
Male,71.988627,203.6198922
Male,66.85800514,177.4033824
Male,67.57597105,175.8919596
Male,68.99197756,194.3501088
Male,74.62909812,226.8921536
Male,70.81216225,206.2933696
Male,70.85354963,195.2516665
Male,68.55071445,197.0110497
Male,65.03838338,154.1047767
Male,69.98920526,185.845964
Male,71.99374506,206.3373254
Male,70.39854359,179.4248818
Male,68.41379114,194.3852303
Male,67.08611187,177.5431076
Male,70.84758088,195.9693251
Male,67.90755891,179.3102329
Male,66.35290827,172.301394
Male,62.47625672,140.1606586
Male,67.06002082,187.7256784
Male,66.75602922,165.9897821
Male,70.18595092,188.0013942
Male,69.2112071,183.0966242
Male,71.17657121,204.4759232
Male,71.63540703,211.6078614
Male,70.87281146,179.3685297
Male,72.18956204,214.6864845
Male,64.39848323,146.6838456
Male,67.69430474,178.1591534
Male,70.47554358,197.8947574
Male,71.5428329,204.7167984
Male,70.10785175,199.4514313
Male,64.05962301,161.0151546
Male,69.46271544,179.6979185
Male,68.79306017,197.1149299
Male,66.35950612,166.1228608
Male,67.24980031,182.8427467
Male,71.9701402,206.8236053
Male,72.71522454,207.2465812
Male,65.18656942,172.4536916
Male,71.56700247,211.1535665
Male,65.8406383,162.4848661
Male,67.94232746,169.9274968
Male,72.55837247,198.8091869
Male,69.09620299,180.7801748
Male,65.93409034,157.7066937
Male,63.80717845,167.3629444
Male,67.31952013,177.1616118
Male,71.87953849,196.6385661
Male,68.70425904,184.2771588
Male,67.93466159,182.6880222
Male,69.26982929,175.0468418
Male,64.86827183,163.1982061
Male,67.18004528,177.8216571
Male,73.15864187,230.9949047
Male,65.75532366,166.965345
Male,63.36976449,141.9017774
Male,76.86685496,240.5367967
Male,68.27104991,172.9412482
Male,65.4808581,150.2923072
Male,71.40815221,208.0593736
Male,67.67864404,186.5043494
Male,68.67139105,170.4318734
Male,67.2409041,174.2952996
Male,64.81500852,159.9404171
Male,68.02379965,180.1285324
Male,72.74691678,204.6143177
Male,67.53830877,181.8650443
Male,71.75999093,211.4808535
Male,66.28724429,180.9149265
Male,75.18479483,222.475211
Male,63.48868365,156.7324313
Male,67.23001355,163.4762666
Male,67.79589341,169.0392154
Male,66.38185873,172.7818241
Male,67.19581553,194.235438
Male,71.4807288,202.6715393
Male,68.17906606,165.1132354
Male,73.29458372,225.260179
Male,77.1008721,240.4553518
Male,62.60503487,152.7265497
Male,69.5761714,203.289127
Male,75.42368656,220.7571144
Male,63.09028977,140.5170445
Male,76.69096273,233.1586924
Male,66.92766897,169.5351211
Male,64.11642853,146.2373979
Male,69.57833002,191.3772522
Male,71.19029926,183.8455071
Male,67.51937215,200.8970211
Male,73.19300841,206.7505039
Male,71.6256009,179.7539438
Male,67.76859688,190.3202188
Male,72.2751825,227.2693475
Male,65.4181192,160.7366454
Male,69.54380039,207.8748388
Male,68.79120438,167.6704289
Male,75.18126086,218.5132769
Male,72.30881378,209.4555523
Male,69.32693214,212.2892974
Male,64.93053007,149.8376804
Male,69.4862874,199.5341313
Male,66.79047945,186.9303705
Male,70.96178771,181.0509843
Male,72.99329715,190.9041484
Male,71.73234272,198.6359763
Male,60.97203231,150.8650144
Male,67.52488915,177.0209058
Male,68.31467564,186.6321853
Male,69.33978054,193.0413635
Male,67.92638532,168.6859864
Male,69.45425047,205.5505681
Male,68.02041971,172.546901
Male,76.84876127,254.2090732
Male,70.5013682,180.1353244
Male,69.98234409,176.4649261
Male,65.8952151,151.183699
Male,69.61845195,189.5849573
Male,68.45108413,166.8327987
Male,68.24080155,163.6325161
Male,70.69376117,194.2306129
Male,67.74912968,171.8759027
Male,72.00252037,189.3862996
Male,72.71349076,207.4596817
Male,66.14773847,183.9350701
Male,68.3768267,189.4659427
Male,71.58721587,184.4579258
Male,70.35616623,185.0245076
Male,65.8889514,159.0058561
Male,62.52578374,144.7500844
Male,68.55628149,189.0364977
Male,69.19698265,194.2577478
Male,63.84604832,161.6976935
Male,73.1433355,205.7218639
Male,71.92510646,198.6746552
Male,69.60402665,185.6395107
Male,68.56609182,180.8895826
Male,74.0407799,217.1226862
Male,67.56291284,171.2664298
Male,73.02831551,225.5640771
Male,63.7561633,158.7472076
Male,71.78977997,207.4936911
Male,67.72561893,201.1164009
Male,71.52900148,220.9406503
Male,66.68774223,184.5082378
Male,75.04448619,222.0345647
Male,70.78969833,186.575626
Male,67.49727036,180.7424593
Male,72.07477551,195.0466341
Male,69.10584625,190.2139872
Male,69.14853316,190.345611
Male,69.33697763,180.2395165
Male,66.87828609,172.2853075
Male,71.16440579,199.0429198
Male,70.23598436,196.4614135
Male,69.84542205,178.6740444
Male,64.73733872,161.6502445
Male,72.92397009,204.2202091
Male,71.18455764,200.8371009
Male,63.12192679,153.9447313
Male,66.43368365,173.9950068
Male,69.60643732,184.6441568
Male,70.25103704,190.6540902
Male,69.69960377,182.7008136
Male,67.86273824,170.7950521
Male,67.36022331,174.5861482
Male,70.98367049,182.1364351
Male,72.87126261,221.7566601
Male,62.34831799,150.7219877
Male,63.2183603,142.1588827
Male,70.17429461,201.7130324
Male,68.9555251,204.4275103
Male,70.15639974,189.5090154
Male,66.67387098,174.1592636
Male,69.94407979,196.1781013
Male,64.09800721,164.4822316
Male,66.29944081,159.2359878
Male,70.55733811,204.2802027
Male,73.30023268,206.1031567
Male,67.01784812,156.5448123
Male,71.41954174,199.6674828
Male,69.26202914,162.2882362
Male,76.60018295,239.697207
Male,68.71141787,195.3918622
Male,61.0907475,147.2664635
Male,71.85034482,202.6697031
Male,65.25256635,170.5227456
Male,67.22671859,158.1254581
Male,74.85316362,229.402042
Male,64.8709114,154.935692
Male,67.84136251,179.6478444
Male,68.68178119,188.2734245
Male,68.84998861,193.7620992
Male,70.03776116,190.7153681
Male,67.54362176,196.4933152
Male,68.42939694,172.9153065
Male,67.6800145,171.6171246
Male,69.16895606,191.8205726
Male,71.81028076,203.2710666
Male,73.86589046,223.4647469
Male,69.76290473,186.2367508
Male,66.60946864,191.8418546
Male,66.16881646,154.5940318
Male,67.14365457,182.6091392
Male,76.48231871,230.7941955
Male,69.54969956,184.4948278
Male,70.00123097,200.5006781
Male,73.84622487,222.6206637
Male,68.98844537,173.0984303
Male,70.64319256,198.4911677
Male,65.14690769,153.2964373
Male,65.23277081,168.7398997
Male,70.10316438,186.6754661
Male,67.79446031,179.9137661
Male,68.77550368,199.6015142
Male,68.02911514,167.541952
Male,68.78922714,187.0567919
Male,68.29951431,184.8400817
Male,66.93745187,169.4503939
Male,65.34370557,166.9585605
Male,66.21243372,176.7479097
Male,68.94985775,196.0356898
Male,69.72369684,188.2495053
Male,62.02804334,149.2312843
Male,67.26234188,167.0745967
Male,65.28591322,161.1482346
Male,69.42534002,188.7794498
Male,66.07113961,162.2018404
Male,69.05083978,198.3717943
Male,68.12469153,186.9076616
Male,72.71761271,210.3653615
Male,71.30022153,189.7945349
Male,70.78164251,209.5119129
Male,69.78353199,180.1372892
Male,70.5240492,193.0946875
Male,67.63696659,161.5441066
Male,69.12835663,184.1422808
Male,69.34749201,180.2857082
Male,68.09675956,189.2663488
Male,73.76866092,216.9682385
Male,72.09890444,207.5399095
Male,72.38609816,212.2125188
Male,69.53868436,189.5331697
Male,71.36206501,189.1567913
Male,67.42549984,187.9526028
Male,63.70136456,169.759771
Male,71.66933582,208.3355069
Male,74.46069449,217.6318664
Male,68.50739707,167.8612982
Male,68.11780897,171.7067826
Male,63.03416983,131.8007029
Male,68.73713054,190.1490037
Male,72.0372678,209.9347076
Male,69.41066208,180.7182577
Male,70.9497701,194.2568513
Male,71.01461429,192.8735091
Male,73.10530709,206.8180266
Male,69.1938714,182.4276164
Male,69.89326863,196.0756369
Male,71.07481836,198.0216914
Male,65.56610136,162.3742323
Male,67.22934227,161.7035362
Male,72.24774718,217.3784983
Male,69.44230008,174.8857285
Male,74.10099025,217.1876106
Male,69.59247919,181.6168367
Male,68.64301734,181.3717231
Male,73.89531523,208.0377021
Male,72.03192392,198.9535792
Male,68.48521351,184.65714
Male,66.75521912,141.6749768
Male,69.28988558,179.5618638
Male,72.1219265,199.1208624
Male,71.31698775,199.1576945
Male,67.25284104,174.1750007
Male,65.6408449,154.5031784
Male,65.84979857,165.54269
Male,65.59461283,162.2915973
Male,68.83693336,183.6978268
Male,64.45121158,147.0446574
Male,67.38177284,179.319259
Male,71.36636548,199.8815852
Male,69.30053044,202.8387007
Male,70.20434795,176.6590896
Male,66.71039099,174.9901118
Male,72.43208104,210.7229474
Male,69.93619073,187.7287575
Male,68.50236782,192.5783823
Male,63.65150825,159.604267
Male,72.26118465,216.8674672
Male,65.90450664,186.0155051
Male,74.09119004,215.9945585
Male,69.65651121,182.9422925
Male,71.86159981,194.76454
Male,69.01202847,182.6866843
Male,68.56137117,175.0419457
Male,70.23041113,207.4128337
Male,65.79677819,175.9122878
Male,66.29642277,176.2527996
Male,67.79858033,184.716885
Male,68.21165696,196.0589978
Male,72.79321973,209.8061215
Male,68.72121802,190.1202445
Male,67.04290303,182.7214524
Male,70.77035713,197.3326127
Male,67.52266055,172.8677266
Male,72.96222705,207.5014555
Male,66.55398638,171.4674808
Male,64.39582837,145.3986323
Male,69.99746382,198.8175082
Male,69.21763371,197.3559951
Male,71.45373738,195.538166
Male,71.93849595,217.559784
Male,68.99565852,192.5131646
Male,65.03410216,163.9955934
Male,70.03048877,196.0183367
Male,68.30500073,181.1735588
Male,73.11317679,211.4197751
Male,70.72429207,197.3612466
Male,68.84947966,189.7913412
Male,65.93692307,180.5004852
Male,71.52734143,206.5439534
Male,72.65314462,223.9354499
Male,67.52597275,175.4700212
Male,70.22164729,203.9953168
Male,73.22307094,216.1492177
Male,69.68445763,201.6257247
Male,69.74491521,197.655268
Male,69.51146903,198.9559462
Male,69.81272464,196.6131438
Male,62.53713921,159.6459962
Male,71.57050822,200.5465701
Male,70.4599451,199.1835333
Male,68.18615715,184.0952374
Male,70.15601265,185.2578227
Male,69.67261869,203.0382183
Male,68.3844491,178.3074953
Male,61.97668615,137.6665269
Male,67.10706563,186.8791928
Male,65.10293487,159.1047536
Male,68.59195403,196.1840053
Male,66.37461836,166.9234129
Male,68.10610907,187.4200909
Male,67.18904597,168.6951546
Male,64.70895406,184.4266109
Male,68.73351426,186.9922372
Male,68.10845837,178.4611686
Male,75.69038392,223.5875481
Male,65.66251181,170.932864
Male,70.72250534,198.1211834
Male,67.55332131,178.2477847
Male,77.54718634,242.0411726
Male,68.01529462,186.0944597
Male,70.76279566,196.7652611
Male,67.87840172,152.8969648
Male,68.07019014,169.3156865
Male,68.46456508,182.130883
Male,68.13855088,187.0784656
